regions;Возрастной состав населения: Население старше трудоспособного возраста, оценка на конец года, в процентах от общей численности населения;Смертность населения в трудоспособном возрасте, число умерших на 100 000 человек соответствующего возраста;Численность беженцев, на конец года, человек;Общие коэффициенты рождаемости, число родившихся на 1000 человек населения;Численность населения, оценка на конец года, тысяч человек;Возрастной состав населения: Население в трудоспособном возрасте, оценка на конец года, в процентах от общей численности населения;Соотношение мужчин и женщин, оценка на конец года, на 1000 мужчин приходится женщин;Коэффициенты младенческой смертности, число детей, умерших в возрасте до 1 года, на 1000 родившихся живыми;Ожидаемая продолжительность жизни при рождении: Женщины, число лет;Численность вынужденных переселенцев, на конец года, человек;Коэффициенты демографической нагрузки: Всего, оценка на конец года, на 1000 человек трудоспособного возраста приходится лиц нетрудоспособных возрастов;Распределение числа прибывших по направлениям передвижения: В пределах региона, в процентах от общего числа прибывших;Численность лиц, получивших временное убежище, на конец года, человек;Ожидаемая продолжительность жизни при рождении: Мужчины, число лет;Общие коэффициенты смертности, число умерших на 1000 человек населения;Распределение числа выбывших по направлениям передвижения: В другие регионы россии, в процентах от общего числа выбывших;Коэффициенты демографической нагрузки: Моложе трудоспособного возраста, оценка на конец года, на 1000 человек трудоспособного возраста приходится лиц нетрудоспособных возрастов;Коэффициенты демографической нагрузки: Старше трудоспособного возраста, оценка на конец года, на 1000 человек трудоспособного возраста приходится лиц нетрудоспособных возрастов;Среднегодовая численность населения, оценка, тысяч человек;Ожидаемая продолжительность жизни при рождении: Все население, число лет;Распределение числа прибывших по направлениям передвижения: Из-за пределов россии, в процентах от общего числа прибывших;Темпы прироста численности населения, прирост за год, в процентах;Распределение числа прибывших по направлениям передвижения: Из других регионов, в процентах от общего числа прибывших;Суммарный коэффициент рождаемости, число детей на 1 женщину;Распределение числа выбывших по направлениям передвижения: За пределы россии, в процентах от общего числа выбывших;Возрастной состав населения: Население моложе трудоспособного возраста, оценка на конец года, в процентах от общей численности населения;Удельный вес городского населения в общей численности населения, оценка на конец года, в процентах;Распределение числа выбывших по направлениям передвижения: В пределах региона, в процентах от общего числа выбывших;Смертность населения (без показателя смертности от внешних причин), число умерших на 100 000 человек населения;Соотношение браков и разводов, на 1000 браков приходится разводов;Удельный вес сельского населения в общей численности населения, оценка на конец года, в процентах;Жилищные условия населения: Удельный вес расходов домашних хозяйств на оплату жилищно-коммунальных услуг: В процентах от общей суммы потребительских расходов, по данным Выборочного обследования бюджетов домашних хозяйств;Жилищные условия населения: Жилищный фонд: Всего, общая площадь жилых помещений, миллионов квадратных метров;Денежные доходы населения: Структура денежных доходов населения, в процентах от общего объема денежных доходов;Жилищные условия населения: Предоставление гражданам социальной поддержки (льгот) по оплате жилого помещения и коммунальных услуг: Объем средств, предусмотренных на предоставление гражданам социальной поддержки по оплате жилого помещения и коммунальных услуг, миллионов рублей;Денежные доходы населения: Медианный среднедушевой денежный доход населения, в месяц, рублей;Денежные доходы населения: Величина прожиточного минимума пенсионера в целях установления социальной доплаты к пенсии, рублей в месяц;Жилищные условия населения: Предоставление гражданам социальной поддержки (льгот) по оплате жилого помещения и коммунальных услуг: Численность граждан, пользующихся социальной поддержкой по оплате жилого помещения и коммунальных услуг, тысяч человек;Денежные доходы населения: Структура использования денежных доходов населения , в процентах от общего объема денежных доходов;Денежные доходы населения: Среднедушевые денежные доходы населения, в месяц, рублей;Денежные доходы населения: Численность занятых, приходящихся на одного пенсионера, в среднем за год, человек;Жилищные условия населения: Общая площадь жилых помещений, приходящаяся в среднем на одного жителя, на конец года, квадратных метров;Жилищные условия населения: Предоставление гражданам субсидий на оплату жилого помещения и коммунальных услуг: Общая сумма начисленных субсидий на оплату жилого помещения и коммунальных услуг, миллионов рублей;Денежные доходы населения: Численность пенсионеров: Всего, тысяч человек;Жилищные условия населения: Удельный вес расходов домашних хозяйств на оплату жилищно-коммунальных услуг: В процентах от общей суммы расходов на оплату услуг, по итогам выборочного обследования бюджетов домашних хозяйств;Денежные доходы населения: Число собственных легковых автомобилей на 1000 человек населения, на конец года, штук;Потребление продуктов питания: Потребление мяса и мясопродуктов (включая субпродукты ii категории и жир-сырец) на душу населения, в год, килограммов;Жилищные условия населения: Предоставление гражданам жилых помещений: Число семей, получивших жилые помещения и улучшивших жилищные условия за год, тысяч;Денежные доходы населения: Реальные денежные доходы: Реальный размер назначенных пенсий, в процентах к предыдущему году;Денежные доходы населения: Величина прожиточного минимума, установленная в целом по Российской Федерации и в субъектах Российской Федерации, на год, на душу населения, рублей в месяц;Денежные доходы населения: Реальные денежные доходы: Реальные доходы населения, в процентах к предыдущему году;Денежные доходы населения: Среднемесячная начисленная заработная плата муниципальных служащих органов местного самоуправления: Всего, рублей;Жилищные условия населения: Предоставление гражданам жилых помещений: Удельный вес семей, состоявших на учете в качестве нуждающихся в жилых помещениях, в общем числе семей, в процентах;Жилищные условия населения: Предоставление гражданам субсидий на оплату жилого помещения и коммунальных услуг: Среднемесячный размер субсидий на семью, на конец отчетного периода, рублей;Денежные доходы населения: Реальные денежные доходы: Реальная начисленная заработная плата работников организаций, в процентах к предыдущему году;Денежные доходы населения: Среднемесячная начисленная заработная плата муниципальных служащих органов местного самоуправления: В местных администрациях (исполнительно-распорядительных органах муниципальных образований), рублей;Жилищные условия населения: Предоставление гражданам жилых помещений: Число семей, состоявших на учете в качестве нуждающихся в жилых помещениях, на конец года, тысяч;Жилищные условия населения: Жилищный фонд: Городской жилищный фонд, общая площадь жилых помещений, миллионов квадратных метров;Денежные доходы населения: Структура социальных выплат, в процентах;Потребление продуктов питания: Потребление молока и молочных продуктов на душу населения, в год, килограммов;Потребление продуктов питания: Потребление яиц на душу населения, в год, штук;Потребление продуктов питания: Потребление растительного масла на душу населения, в год, килограммов;Денежные доходы населения: Среднемесячная начисленная заработная плата муниципальных служащих органов местного самоуправления: В представительных органах муниципальных образований, рублей;Потребление продуктов питания: Потребление хлебных продуктов на душу населения, в год, килограммов;Денежные доходы населения: Величина прожиточного минимума, установленная в целом по Российской Федерации и в субъектах Российской Федерации в iv квартале 2001-2020 гг., на душу населения, рублей в месяц;Жилищные условия населения: Предоставление гражданам социальной поддержки (льгот) по оплате жилого помещения и коммунальных услуг: Среднемесячный размер социальной поддержки на одного пользователя, рублей;Денежные доходы населения: Средний размер назначенных пенсий, на 1 января, рублей;Денежные доходы населения: Численность населения с денежными доходами ниже границы бедности/величины прожиточного минимума , в процентах от общей численности населения субъекта;Денежные доходы населения: Структура потребительских расходов домашних хозяйств*), по итогам выборочного обследования бюджетов домашних хозяйств, в процентах;Потребление продуктов питания: Потребление сахара на душу населения, в год, килограммов;Жилищные условия населения: Жилищный фонд: Сельский жилищный фонд, общая площадь жилых помещений, миллионов квадратных метров;Жилищные условия населения: Предоставление гражданам субсидий на оплату жилого помещения и коммунальных услуг: Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг, по состоянию на конец отчетного периода, тысяч;Денежные доходы населения: Среднемесячная номинальная начисленная заработная плата работников организаций, рублей;Жилищные условия населения: Предоставление гражданам жилых помещений: Удельный вес семей, получивших жилые помещения, в числе семей, состоявших на учете в качестве нуждающихся в жилых помещениях, в процентах;Денежные доходы населения: Медианная заработная плата работников организаций, без субъектов малого предпринимательства, по данным выборочных обследований, за апрель, рублей;Денежные доходы населения: Потребительские расходы в среднем на душу населения, в месяц, рублей;Денежные доходы населения: Граница бедности, рублей
Архангельская область без автономного округа;27.0;610.0;-88888888.0;7.9;964.3;55.1;1165.0;4.5;76.57;-88888888.0;814.0;58.9;43.0;65.32;15.7;41.2;325.0;489.0;969.4;70.93;3.9;-1.1;37.2;1.476;4.4;17.9;77.8;54.4;-88888888.0;704.797;22.2;8.8;32.0;0.9;3752.755;34653.5;13886.0;339.106;0.1;45975.0;1.23;33.6189;313.3872;391.0;32.7115;341.4162;;0.752;97.8;16147.0;95.1;57547.0;8.0341;1402.0;96.4877;57065.0;36.65;22.0;1.3;;;;76335.0;;-99999999.0;922.2178;21088.0;10.9;27.0;;10.0;14.798;64416.6;1.8904;-99999999.0;38454.0;16246.0
Кемеровская область;24.6;672.2;-88888888.0;7.7;2568.2;56.4;1179.0;5.8;75.18;-88888888.0;774.0;51.4;7.0;64.02;14.9;40.8;336.0;438.0;2580.1;69.64;16.3;-0.9;32.3;1.264;11.9;19.0;86.5;47.3;-88888888.0;620.3919;13.5;8.2;69.0;0.7;5327.0797;26779.8;10893.0;735.481;2.6;32627.0;1.43;26.9805;1084.6988;816.0;28.9723;327.7286;72.0;4.285;97.3;12667.0;99.5;48789.0;2.8149;1944.0;103.5791;48796.0;33.633;59.0;3.5;203.0;288.0;10.3;46301.0;109.0;-99999999.0;603.5823;16907.0;11.3;28.5;32.0;11.0;37.936;57652.6;11.6081;-99999999.0;24686.0;12638.0
г. Москва;26.9;316.5;198.0;9.4;13104.2;57.3;1154.0;3.5;81.62;48.0;744.0;5.9;2895.0;74.46;9.7;78.5;276.0;468.0;13059.7;78.17;13.2;0.7;80.9;1.419;13.2;15.8;100.0;8.3;916.8;469.5178;-88888888.0;10.8;286.0;5.1;40681.1484;73458.6;15410.0;3233.373;3.6;95465.0;2.79;21.8334;19366.9851;3024.0;35.4271;282.272;82.0;2.767;100.9;20585.0;98.3;169911.0;0.5808;2719.0;98.6651;169715.0;36.135;286.0;4.8;233.0;222.0;16.9;204653.0;87.0;-99999999.0;1048.4703;18239.0;5.0;30.5;42.0;-88888888.0;538.869;125637.6;6.5258;-99999999.0;65722.0;20917.0
Иркутская область;22.1;672.9;-88888888.0;10.4;2344.4;56.0;1154.0;4.8;75.2;-88888888.0;785.0;55.1;86.0;63.33;14.1;37.7;391.0;394.0;2353.9;69.31;14.6;-0.8;30.3;1.694;17.0;21.9;77.5;45.3;-88888888.0;681.2513;22.5;7.7;62.0;0.7;4102.985;28570.9;12689.0;518.264;-0.3;35040.0;1.53;26.4487;1120.4353;722.0;31.9211;270.3407;73.0;1.804;97.9;14754.0;99.3;75229.0;4.6539;1633.0;101.206;74792.0;49.996;50.0;1.9;201.0;247.0;13.0;85283.0;105.0;-99999999.0;659.7321;17363.0;14.8;24.2;33.0;12.0;51.99;64634.9;3.5501;-99999999.0;26644.0;14581.0
Хабаровский край;22.3;630.0;-88888888.0;9.6;1284.1;58.8;1138.0;5.0;75.39;1.0;702.0;40.4;112.0;64.7;14.0;37.8;321.0;381.0;1288.4;69.96;25.8;-0.7;33.8;1.498;24.0;18.9;83.5;38.2;-88888888.0;634.5231;16.5;10.3;33.0;5.0;3359.7969;40196.9;15960.0;263.088;0.2;49523.0;1.87;25.5397;592.7215;360.0;32.1726;308.2159;72.0;1.08;100.0;18558.0;99.6;72674.0;2.6769;1494.0;100.293;72763.0;17.04;27.0;1.6;208.0;300.0;11.3;62613.0;108.0;-99999999.0;1064.2183;19383.0;10.5;32.1;29.0;6.0;22.517;65896.6;6.3645;-99999999.0;42352.0;18055.0
Ростовская область;25.7;505.7;-88888888.0;7.8;4164.5;57.4;1145.0;4.9;77.33;3.0;742.0;43.4;4742.0;66.78;14.4;36.1;294.0;448.0;4178.4;72.0;26.3;-0.7;30.3;1.249;20.5;16.9;67.7;43.4;-88888888.0;683.7584;32.3;10.8;116.0;17.6;7832.4229;31398.9;11253.0;742.585;-2.5;40016.0;1.66;27.7344;1611.4756;1227.0;37.0761;334.6933;75.0;1.944;98.5;13085.0;100.7;53277.0;1.2028;1442.0;100.2547;52999.0;22.017;81.0;2.3;263.0;340.0;15.7;60646.0;105.0;-99999999.0;878.9592;15418.0;10.5;29.1;43.0;35.0;84.316;44767.4;7.9957;-99999999.0;34963.0;12898.0
Мурманская область;21.5;661.5;-88888888.0;8.5;658.7;59.4;1120.0;3.8;75.7;-88888888.0;682.0;25.5;109.0;64.44;13.2;67.3;321.0;361.0;662.0;70.16;11.0;-1.0;63.5;1.47;10.0;19.1;93.0;22.7;-88888888.0;685.3236;7.0;10.5;19.0;0.9;2683.3032;48438.3;19135.0;155.816;3.0;62601.0;1.48;28.873;1710.1814;232.0;35.0948;409.9603;78.0;1.423;99.7;22250.0;96.8;96306.0;3.6176;2601.0;99.3739;96077.0;11.542;18.0;1.5;237.0;204.0;13.1;95159.0;81.0;-99999999.0;1435.0811;22596.0;8.0;29.8;33.0;1.0;47.833;87326.2;12.151;-99999999.0;45567.0;21285.0
Кабардино-Балкарская Республика;19.1;295.6;1.0;11.1;903.3;58.9;1107.0;4.0;79.34;-88888888.0;697.0;27.4;19.0;71.5;8.7;51.3;373.0;324.0;903.8;75.51;22.8;-0.1;49.8;1.515;27.6;22.0;51.8;21.1;815.9;963.7596;48.2;9.2;20.0;35.5;1185.714;25415.9;12808.0;141.676;-0.4;30173.0;1.93;21.7232;82.9736;196.0;43.2147;275.3397;71.0;0.144;97.6;14894.0;107.2;36585.0;3.0565;1610.0;98.6036;36398.0;7.836;11.0;0.9;298.0;282.0;13.7;36897.0;97.0;-99999999.0;697.4329;12981.0;16.4;21.3;46.0;8.0;1.978;35250.8;1.592;-99999999.0;27903.0;13482.0
Воронежская область;27.6;518.9;2.0;7.5;2285.3;56.4;1165.0;3.6;77.99;2.0;773.0;40.0;5539.0;66.98;15.3;35.1;284.0;489.0;2293.9;72.45;24.9;-0.8;35.1;1.232;24.5;16.0;68.5;40.4;-88888888.0;598.4496;31.5;10.9;77.0;24.7;3132.6505;30806.9;10776.0;445.309;0.4;39319.0;1.59;33.5493;1521.6189;716.0;39.9517;362.4284;99.0;0.867;97.9;11832.0;97.8;61144.0;3.9071;1520.0;99.2826;60545.0;42.788;50.0;1.6;293.0;349.0;17.8;67694.0;132.0;-99999999.0;586.2316;15732.0;7.2;27.2;52.0;27.0;63.297;46276.7;1.9886;-99999999.0;33735.0;10951.0
Ставропольский край;23.2;369.2;-88888888.0;8.7;2891.2;58.4;1121.0;4.7;78.58;1.0;712.0;41.9;1656.0;69.9;11.6;43.7;314.0;398.0;2896.8;74.29;11.0;-0.4;47.1;1.289;16.0;18.4;60.7;40.3;-88888888.0;766.608;39.3;9.7;74.0;12.3;8356.9549;23985.9;10775.0;577.067;-6.9;27626.0;1.81;25.4807;1166.7194;717.0;34.8584;259.5666;80.0;1.649;97.9;12528.0;97.0;47390.0;3.111;1928.0;97.9454;47194.0;35.617;48.0;1.6;203.0;296.0;18.8;50207.0;130.0;-99999999.0;1206.8146;15118.0;11.7;27.8;47.0;26.0;39.785;41401.8;4.4232;-99999999.0;25153.0;11643.0
Республика Мордовия;28.7;486.4;-88888888.0;6.0;771.4;56.8;1158.0;4.0;78.93;-88888888.0;761.0;37.8;28.0;67.45;14.4;42.9;256.0;505.0;776.4;73.16;24.1;-1.3;38.1;1.031;25.0;14.5;63.6;32.1;-88888888.0;627.4112;36.4;9.4;23.0;1.7;1165.6131;21204.9;10329.0;164.27;2.1;25504.0;1.59;30.0155;98.3461;244.0;40.955;337.6421;82.0;0.41;99.4;11832.0;99.1;36178.0;5.2842;1436.0;101.7667;36179.0;18.359;14.0;1.5;260.0;281.0;10.9;36044.0;117.0;-99999999.0;591.3096;15441.0;15.0;23.1;47.0;9.0;4.422;39537.9;2.0643;-99999999.0;20288.0;11033.0
Волгоградская область;25.8;462.6;1.0;7.1;2470.1;57.9;1135.0;4.4;78.27;3.0;726.0;42.2;692.0;68.26;13.7;43.2;281.0;445.0;2481.4;73.24;18.2;-0.9;39.6;1.139;18.8;16.3;77.6;38.0;-88888888.0;702.6469;22.4;9.3;64.0;22.0;3455.1903;26263.8;10319.0;423.674;0.4;31309.0;1.58;25.9596;1059.579;719.0;41.7184;427.8181;78.0;0.955;99.2;11970.0;101.1;39038.0;2.1183;1232.0;100.5066;38644.0;24.735;50.0;1.3;208.0;321.0;11.7;47292.0;118.0;-99999999.0;679.6087;15974.0;9.6;22.3;33.0;14.0;55.573;44241.5;3.6359;-99999999.0;26225.0;11670.0
Республика Адыгея;23.2;395.9;-88888888.0;8.7;498.0;57.0;1138.0;4.3;78.05;-88888888.0;755.0;18.3;176.0;69.01;12.3;44.4;348.0;407.0;498.1;73.6;24.8;-0.1;56.9;1.31;36.0;19.8;49.0;19.6;-88888888.0;778.6517;51.0;8.6;13.0;44.0;401.3406;29281.9;10295.0;77.36;8.2;36397.0;1.27;26.414;12.7093;121.0;37.8964;412.4462;70.0;0.262;97.5;11970.0;97.0;44999.0;3.1546;1056.0;97.2405;44800.0;6.368;7.0;1.1;212.0;263.0;11.8;51741.0;119.0;-99999999.0;432.33;14777.0;11.6;22.8;46.0;6.0;0.585;40230.6;3.9;-99999999.0;30511.0;11973.0
Тульская область;29.4;574.5;2.0;6.4;1481.5;56.0;1211.0;4.8;77.08;-88888888.0;787.0;33.3;2273.0;66.46;16.6;39.6;261.0;526.0;1489.1;71.86;34.3;-1.0;32.4;1.145;27.1;14.6;73.2;33.3;-88888888.0;593.1544;26.8;10.7;47.0;3.1;2582.6789;29584.2;11732.0;272.65;-1.3;34442.0;1.42;31.6861;116.6796;509.0;41.4673;372.3711;70.0;0.643;98.2;13641.0;98.8;55483.0;3.6475;1518.0;102.5301;54862.0;27.472;34.0;1.4;137.0;355.0;19.1;76490.0;101.0;-99999999.0;789.3755;16655.0;9.4;25.9;32.0;13.0;4.634;51217.8;2.258;-99999999.0;28397.0;12987.0
г. Санкт-Петербург;25.5;362.1;-88888888.0;9.0;5600.0;59.4;1217.0;3.5;79.44;-88888888.0;684.0;27.0;-99999999.0;71.42;11.6;61.0;254.0;430.0;5604.0;75.77;13.2;-0.1;59.8;1.278;11.0;15.1;100.0;28.0;-88888888.0;462.656;-88888888.0;8.4;153.0;4.3;19291.2345;50215.5;12450.0;1184.461;3.1;63495.0;2.19;27.278;1198.0674;1471.0;28.4982;290.2043;78.0;5.646;97.8;14476.0;100.6;76642.0;3.6062;1395.0;100.1058;76640.0;97.25;153.0;3.8;309.0;347.0;11.1;76589.0;87.0;-99999999.0;1357.2442;18416.0;4.5;29.4;37.0;-88888888.0;57.976;86629.8;4.8656;-99999999.0;48134.0;14228.0
Карачаево-Черкесская Республика;20.7;326.0;-88888888.0;9.4;468.4;58.3;1121.0;5.4;79.63;-88888888.0;715.0;50.1;10.0;70.87;9.4;45.5;361.0;354.0;468.8;75.32;8.7;-0.1;41.2;1.3;7.0;21.0;41.4;47.5;871.7;1516.7871;58.6;9.1;11.0;14.9;1028.4426;19060.4;10893.0;113.328;23.3;22258.0;1.47;23.2009;70.4575;122.0;37.7124;206.6992;54.0;0.086;98.7;12667.0;96.4;32740.0;4.6776;1794.0;94.8976;32559.0;6.882;5.0;1.8;240.0;225.0;10.9;36877.0;128.0;-99999999.0;756.2434;13980.0;22.0;24.3;33.0;5.0;1.935;35462.5;1.1412;-99999999.0;14643.0;12212.0
Калужская область;26.2;522.8;5.0;7.9;1070.9;57.0;1109.0;3.4;77.73;-88888888.0;753.0;24.1;1427.0;67.4;14.2;32.6;294.0;459.0;1072.0;72.48;45.3;-0.2;30.6;1.336;41.2;16.8;74.9;26.2;-88888888.0;776.1259;25.1;9.0;33.0;6.0;1667.2698;31476.3;11492.0;218.803;-0.7;35509.0;1.65;31.0873;177.2271;306.0;40.6259;296.6056;81.0;0.428;97.6;13363.0;92.2;49712.0;4.0112;1241.0;94.4447;49270.0;20.086;22.0;1.4;253.0;241.0;11.4;68016.0;107.0;-99999999.0;634.9965;16721.0;7.9;22.2;27.0;11.0;9.846;53909.9;2.0543;-99999999.0;28327.0;13530.0
Магаданская область;19.8;727.0;-88888888.0;8.7;134.3;61.8;1116.0;3.4;74.72;1.0;618.0;30.8;66.0;62.89;12.7;54.4;297.0;321.0;135.1;68.45;19.0;-1.2;50.2;1.426;19.0;18.4;96.5;26.6;-88888888.0;554.3041;3.5;13.7;4.0;0.5;422.9874;70976.5;20829.0;20.078;23.2;94060.0;2.08;30.3488;38.6208;42.0;40.0012;391.0137;83.0;0.299;97.1;24220.0;100.9;128408.0;5.3302;2283.0;95.7726;127788.0;3.731;4.0;1.1;261.0;269.0;14.1;145235.0;116.0;-99999999.0;1755.6007;24845.0;7.4;34.2;37.0;0.3;0.87;121461.8;7.3105;-99999999.0;45948.0;24581.0
Тамбовская область;30.1;538.7;-88888888.0;6.8;966.3;55.7;1169.0;4.9;77.49;-88888888.0;794.0;33.7;628.0;66.63;16.8;42.7;254.0;540.0;972.7;72.01;29.9;-1.3;36.4;1.223;27.5;14.2;60.4;29.8;-88888888.0;659.087;39.6;10.6;33.0;19.6;2113.3524;27696.7;11224.0;275.71;6.5;34092.0;1.4;34.0336;470.842;332.0;42.0194;387.2517;84.0;0.748;97.4;12210.0;96.7;32745.0;4.4167;1361.0;99.5492;32501.0;20.458;19.0;1.2;159.0;189.0;16.9;36964.0;155.0;-99999999.0;638.7607;15170.0;10.5;25.1;53.0;14.0;21.039;39345.7;3.4776;-99999999.0;27256.0;12384.0
Республика Дагестан;14.0;180.4;3.0;13.3;3209.8;60.8;1026.0;7.1;81.13;8.0;644.0;34.9;49.0;75.32;5.1;59.4;414.0;230.0;3198.3;78.22;7.1;0.7;58.0;1.734;8.2;25.2;45.2;32.4;474.4;1973.6676;54.8;6.2;70.0;53.7;1827.263;26774.7;10893.0;373.927;5.7;33343.0;1.7;21.9011;169.3246;674.0;38.626;207.3238;49.0;0.928;95.2;12667.0;97.5;30208.0;7.6036;1548.0;95.8176;30073.0;63.648;33.0;0.9;280.0;177.0;10.8;36008.0;118.0;-99999999.0;407.2236;12628.0;14.2;16.0;37.0;37.0;6.307;35082.3;1.4797;-99999999.0;29242.0;12948.0
Челябинская область;24.5;535.1;-88888888.0;9.1;3407.1;55.9;1168.0;4.2;77.67;5.0;790.0;50.9;67.0;66.41;13.3;33.5;350.0;440.0;3414.4;72.16;18.1;-0.4;31.0;1.468;15.6;19.6;82.6;50.9;-88888888.0;695.6505;17.4;9.7;98.0;2.1;8446.9744;27417.9;11245.0;738.697;-0.8;33071.0;1.69;28.6528;2290.6823;1021.0;34.8272;373.5239;71.0;1.921;99.6;13076.0;100.2;51590.0;1.7431;1291.0;102.7406;51053.0;29.074;79.0;1.6;193.0;279.0;11.5;63975.0;109.0;-99999999.0;952.9138;16686.0;11.3;28.0;34.0;19.0;122.207;50104.4;6.4297;-99999999.0;27029.0;13041.0
Республика Алтай;17.9;641.1;-88888888.0;13.1;210.8;55.0;1173.0;8.2;74.67;-88888888.0;818.0;62.0;9.0;62.51;11.6;35.4;493.0;325.0;210.8;68.47;3.5;-0.0185;34.5;2.07;4.5;27.1;30.8;60.1;987.7;753.3333;69.2;7.5;5.0;0.5;554.4876;21882.7;11253.0;69.232;1.3;27940.0;1.4;24.3012;77.2771;59.0;32.6475;245.4156;101.0;0.361;97.5;13085.0;96.7;47573.0;15.6557;1651.0;95.4229;47395.0;12.49;2.0;1.0;275.0;190.0;9.5;53073.0;111.0;-99999999.0;667.4269;14723.0;20.0;22.9;32.0;3.0;3.217;43974.0;2.8285;-99999999.0;23272.0;12935.0
Омская область;25.1;546.3;-88888888.0;8.7;1832.1;55.2;1185.0;4.8;76.76;-88888888.0;812.0;56.0;65.0;66.0;14.1;41.0;357.0;455.0;1841.8;71.45;11.7;-1.1;32.3;1.525;14.0;19.7;73.6;45.0;-88888888.0;604.054;26.4;10.5;50.0;8.6;3895.0763;27352.9;10694.0;400.081;2.1;34747.0;1.53;27.545;168.5608;570.0;37.4266;275.6623;76.0;1.223;96.9;12436.0;98.9;50617.0;4.2965;1433.0;99.9952;50178.0;35.989;37.0;1.4;261.0;261.0;13.0;70988.0;118.0;-99999999.0;811.3099;15887.0;12.0;28.1;37.0;14.0;7.104;46952.3;3.2684;-99999999.0;28006.0;12451.0
Саратовская область;26.9;497.5;7.0;6.8;2404.9;57.0;1155.0;3.2;77.54;4.0;753.0;47.5;989.0;68.08;14.3;41.1;283.0;470.0;2418.0;72.85;16.6;-1.1;35.9;1.106;17.7;16.1;76.8;41.2;-88888888.0;677.752;23.2;9.7;75.0;14.6;3516.0011;23922.4;10055.0;455.849;0.5;28797.0;1.51;31.3781;439.3502;704.0;40.8745;331.3878;61.0;1.607;98.4;11692.0;98.3;50013.0;2.5713;663.0;101.0283;49509.0;29.38;55.0;1.2;234.0;320.0;21.0;57692.0;104.0;-99999999.0;642.7569;15495.0;13.2;23.7;27.0;20.0;35.811;42916.6;5.1281;-99999999.0;23963.0;11503.0
Тюменская область без автономных округов;22.6;458.3;-88888888.0;11.1;1608.5;55.7;1056.0;3.8;78.7;-88888888.0;796.0;57.0;334.0;68.11;10.7;28.5;390.0;406.0;1605.6;73.59;15.6;0.4;27.4;1.72;16.5;21.7;67.7;55.0;968.5;616.9304;32.3;9.2;48.0;3.4;3181.0594;29966.2;11970.0;244.734;-20.1;36682.0;1.78;30.138;418.7587;405.0;44.4433;345.1595;;1.195;101.1;13919.0;101.6;67089.0;4.2285;1418.0;101.5551;66373.0;29.188;34.0;2.2;;;;82683.0;;-99999999.0;1083.169;17548.0;12.3;20.7;;14.0;21.218;61900.6;4.0986;-99999999.0;36159.0;13525.0
Забайкальский край;19.6;691.1;-88888888.0;11.2;992.4;58.5;1071.0;5.4;73.87;-88888888.0;710.0;62.6;9.0;61.97;13.8;46.4;375.0;335.0;996.5;67.75;2.9;-0.8;34.5;1.69;2.9;21.9;69.5;50.7;-88888888.0;728.9492;30.5;7.3;24.0;0.8;1857.023;28379.6;14005.0;198.731;8.4;36183.0;1.67;23.6887;204.46;268.0;32.3496;318.6475;74.0;1.163;97.4;16286.0;100.6;45521.0;4.7606;1759.0;99.2366;45285.0;19.491;16.0;1.1;258.0;166.0;12.3;50511.0;108.0;-99999999.0;778.7004;15738.0;17.6;22.7;35.0;7.0;6.757;59412.9;5.8601;-99999999.0;27644.0;15746.0
Республика Бурятия;19.5;624.6;-88888888.0;11.2;974.6;56.6;1115.0;4.6;76.03;-88888888.0;767.0;65.8;16.0;62.95;12.2;32.0;422.0;345.0;976.3;69.35;5.4;-0.3;28.8;1.684;5.8;23.9;59.1;62.2;-88888888.0;762.1554;40.9;10.2;22.0;3.9;1640.9412;26491.8;13048.0;332.205;-0.2;32823.0;1.44;22.5747;812.7189;257.0;44.6047;271.598;62.0;0.617;96.9;15172.0;99.8;51590.0;8.2311;2859.0;101.7445;51351.0;30.949;13.0;1.1;175.0;204.0;10.0;59248.0;105.0;-99999999.0;411.6287;15737.0;19.0;22.9;26.0;9.0;18.44;53495.3;1.9547;-99999999.0;27957.0;14992.0
Республика Калмыкия;22.3;419.0;-88888888.0;9.1;264.5;56.1;1071.0;4.0;78.82;-88888888.0;782.0;50.1;4.0;68.23;10.4;55.7;385.0;397.0;265.5;73.49;0.5;-0.7;49.4;1.432;0.4;21.6;47.0;43.9;922.5;1010.2115;53.0;7.4;7.0;1.0;525.0317;20097.0;11132.0;75.163;13.3;23684.0;1.51;26.9589;24.5481;75.0;34.3829;336.29;115.0;0.149;94.8;12945.0;96.2;32412.0;9.674;1152.0;96.4993;32200.0;9.332;4.0;0.6;221.0;225.0;11.3;41527.0;123.0;-99999999.0;582.1035;14118.0;20.9;21.5;25.0;3.0;1.093;36349.2;1.5192;-99999999.0;15205.0;12715.0
Нижегородская область;27.0;567.3;-88888888.0;7.8;3081.8;55.6;1209.0;4.7;77.2;1.0;798.0;54.7;2537.0;65.57;15.5;31.3;313.0;485.0;3095.4;71.49;13.2;-0.9;32.1;1.313;16.6;17.4;80.0;52.1;-88888888.0;608.122;20.0;10.5;92.0;9.2;8825.6273;33308.3;11253.0;849.5;3.1;43220.0;1.65;29.9;1177.9766;995.0;39.6718;427.5945;82.0;1.006;98.8;13085.0;99.6;57790.0;1.846;1615.0;103.0896;57395.0;26.898;67.0;1.6;238.0;285.0;15.3;72101.0;105.0;-99999999.0;865.7669;16754.0;8.0;26.5;39.0;25.0;45.696;48367.9;3.4709;-99999999.0;35053.0;12352.0
