regions;Возрастной состав населения: Население старше трудоспособного возраста, оценка на конец года, в процентах от общей численности населения;Смертность населения в трудоспособном возрасте, число умерших на 100 000 человек соответствующего возраста;Численность беженцев, на конец года, человек;Общие коэффициенты рождаемости, число родившихся на 1000 человек населения;Численность населения, оценка на конец года, тысяч человек;Возрастной состав населения: Население в трудоспособном возрасте, оценка на конец года, в процентах от общей численности населения;Соотношение мужчин и женщин, оценка на конец года, на 1000 мужчин приходится женщин;Коэффициенты младенческой смертности, число детей, умерших в возрасте до 1 года, на 1000 родившихся живыми;Ожидаемая продолжительность жизни при рождении: Женщины, число лет;Численность вынужденных переселенцев, на конец года, человек;Коэффициенты демографической нагрузки: Всего, оценка на конец года, на 1000 человек трудоспособного возраста приходится лиц нетрудоспособных возрастов;Распределение числа прибывших по направлениям передвижения: В пределах региона, в процентах от общего числа прибывших;Численность лиц, получивших временное убежище, на конец года, человек;Ожидаемая продолжительность жизни при рождении: Мужчины, число лет;Общие коэффициенты смертности, число умерших на 1000 человек населения;Распределение числа выбывших по направлениям передвижения: В другие регионы россии, в процентах от общего числа выбывших;Коэффициенты демографической нагрузки: Моложе трудоспособного возраста, оценка на конец года, на 1000 человек трудоспособного возраста приходится лиц нетрудоспособных возрастов;Коэффициенты демографической нагрузки: Старше трудоспособного возраста, оценка на конец года, на 1000 человек трудоспособного возраста приходится лиц нетрудоспособных возрастов;Среднегодовая численность населения, оценка, тысяч человек;Ожидаемая продолжительность жизни при рождении: Все население, число лет;Распределение числа прибывших по направлениям передвижения: Из-за пределов россии, в процентах от общего числа прибывших;Темпы прироста численности населения, прирост за год, в процентах;Распределение числа прибывших по направлениям передвижения: Из других регионов, в процентах от общего числа прибывших;Суммарный коэффициент рождаемости, число детей на 1 женщину;Распределение числа выбывших по направлениям передвижения: За пределы россии, в процентах от общего числа выбывших;Возрастной состав населения: Население моложе трудоспособного возраста, оценка на конец года, в процентах от общей численности населения;Удельный вес городского населения в общей численности населения, оценка на конец года, в процентах;Распределение числа выбывших по направлениям передвижения: В пределах региона, в процентах от общего числа выбывших;Смертность населения (без показателя смертности от внешних причин), число умерших на 100 000 человек населения;Соотношение браков и разводов, на 1000 браков приходится разводов;Удельный вес сельского населения в общей численности населения, оценка на конец года, в процентах;Жилищные условия населения: Удельный вес расходов домашних хозяйств на оплату жилищно-коммунальных услуг: В процентах от общей суммы потребительских расходов, по данным Выборочного обследования бюджетов домашних хозяйств;Жилищные условия населения: Жилищный фонд: Всего, общая площадь жилых помещений, миллионов квадратных метров;Денежные доходы населения: Структура денежных доходов населения, в процентах от общего объема денежных доходов;Жилищные условия населения: Предоставление гражданам социальной поддержки (льгот) по оплате жилого помещения и коммунальных услуг: Объем средств, предусмотренных на предоставление гражданам социальной поддержки по оплате жилого помещения и коммунальных услуг, миллионов рублей;Денежные доходы населения: Медианный среднедушевой денежный доход населения, в месяц, рублей;Денежные доходы населения: Величина прожиточного минимума пенсионера в целях установления социальной доплаты к пенсии, рублей в месяц;Жилищные условия населения: Предоставление гражданам социальной поддержки (льгот) по оплате жилого помещения и коммунальных услуг: Численность граждан, пользующихся социальной поддержкой по оплате жилого помещения и коммунальных услуг, тысяч человек;Денежные доходы населения: Структура использования денежных доходов населения , в процентах от общего объема денежных доходов;Денежные доходы населения: Среднедушевые денежные доходы населения, в месяц, рублей;Денежные доходы населения: Численность занятых, приходящихся на одного пенсионера, в среднем за год, человек;Жилищные условия населения: Общая площадь жилых помещений, приходящаяся в среднем на одного жителя, на конец года, квадратных метров;Жилищные условия населения: Предоставление гражданам субсидий на оплату жилого помещения и коммунальных услуг: Общая сумма начисленных субсидий на оплату жилого помещения и коммунальных услуг, миллионов рублей;Денежные доходы населения: Численность пенсионеров: Всего, тысяч человек;Жилищные условия населения: Удельный вес расходов домашних хозяйств на оплату жилищно-коммунальных услуг: В процентах от общей суммы расходов на оплату услуг, по итогам выборочного обследования бюджетов домашних хозяйств;Денежные доходы населения: Число собственных легковых автомобилей на 1000 человек населения, на конец года, штук;Потребление продуктов питания: Потребление мяса и мясопродуктов (включая субпродукты ii категории и жир-сырец) на душу населения, в год, килограммов;Жилищные условия населения: Предоставление гражданам жилых помещений: Число семей, получивших жилые помещения и улучшивших жилищные условия за год, тысяч;Денежные доходы населения: Реальные денежные доходы: Реальный размер назначенных пенсий, в процентах к предыдущему году;Денежные доходы населения: Величина прожиточного минимума, установленная в целом по Российской Федерации и в субъектах Российской Федерации, на год, на душу населения, рублей в месяц;Денежные доходы населения: Реальные денежные доходы: Реальные доходы населения, в процентах к предыдущему году;Денежные доходы населения: Среднемесячная начисленная заработная плата муниципальных служащих органов местного самоуправления: Всего, рублей;Жилищные условия населения: Предоставление гражданам жилых помещений: Удельный вес семей, состоявших на учете в качестве нуждающихся в жилых помещениях, в общем числе семей, в процентах;Жилищные условия населения: Предоставление гражданам субсидий на оплату жилого помещения и коммунальных услуг: Среднемесячный размер субсидий на семью, на конец отчетного периода, рублей;Денежные доходы населения: Реальные денежные доходы: Реальная начисленная заработная плата работников организаций, в процентах к предыдущему году;Денежные доходы населения: Среднемесячная начисленная заработная плата муниципальных служащих органов местного самоуправления: В местных администрациях (исполнительно-распорядительных органах муниципальных образований), рублей;Жилищные условия населения: Предоставление гражданам жилых помещений: Число семей, состоявших на учете в качестве нуждающихся в жилых помещениях, на конец года, тысяч;Жилищные условия населения: Жилищный фонд: Городской жилищный фонд, общая площадь жилых помещений, миллионов квадратных метров;Денежные доходы населения: Структура социальных выплат, в процентах;Потребление продуктов питания: Потребление молока и молочных продуктов на душу населения, в год, килограммов;Потребление продуктов питания: Потребление яиц на душу населения, в год, штук;Потребление продуктов питания: Потребление растительного масла на душу населения, в год, килограммов;Денежные доходы населения: Среднемесячная начисленная заработная плата муниципальных служащих органов местного самоуправления: В представительных органах муниципальных образований, рублей;Потребление продуктов питания: Потребление хлебных продуктов на душу населения, в год, килограммов;Денежные доходы населения: Величина прожиточного минимума, установленная в целом по Российской Федерации и в субъектах Российской Федерации в iv квартале 2001-2020 гг., на душу населения, рублей в месяц;Жилищные условия населения: Предоставление гражданам социальной поддержки (льгот) по оплате жилого помещения и коммунальных услуг: Среднемесячный размер социальной поддержки на одного пользователя, рублей;Денежные доходы населения: Средний размер назначенных пенсий, на 1 января, рублей;Денежные доходы населения: Численность населения с денежными доходами ниже границы бедности/величины прожиточного минимума , в процентах от общей численности населения субъекта;Денежные доходы населения: Структура потребительских расходов домашних хозяйств*), по итогам выборочного обследования бюджетов домашних хозяйств, в процентах;Потребление продуктов питания: Потребление сахара на душу населения, в год, килограммов;Жилищные условия населения: Жилищный фонд: Сельский жилищный фонд, общая площадь жилых помещений, миллионов квадратных метров;Жилищные условия населения: Предоставление гражданам субсидий на оплату жилого помещения и коммунальных услуг: Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг, по состоянию на конец отчетного периода, тысяч;Денежные доходы населения: Среднемесячная номинальная начисленная заработная плата работников организаций, рублей;Жилищные условия населения: Предоставление гражданам жилых помещений: Удельный вес семей, получивших жилые помещения, в числе семей, состоявших на учете в качестве нуждающихся в жилых помещениях, в процентах;Денежные доходы населения: Медианная заработная плата работников организаций, без субъектов малого предпринимательства, по данным выборочных обследований, за апрель, рублей;Денежные доходы населения: Потребительские расходы в среднем на душу населения, в месяц, рублей;Денежные доходы населения: Граница бедности, рублей
Псковская область;28.7;721.0;1.0;7.3;587.8;54.9;1206.0;5.7;74.95;-88888888.0;823.0;43.1;305.0;63.07;18.3;45.0;300.0;523.0;592.3;68.95;16.2;-1.6;40.7;1.332;16.5;16.4;70.9;38.5;-88888888.0;637.9051;29.1;11.1;22.0;10.1;694.4662;26488.6;11850.0;83.965;-5.9;33090.0;1.4;36.8087;84.0662;198.0;44.5387;398.2963;106.0;0.327;99.2;13780.0;95.4;35835.0;4.1707;1156.0;97.0138;35598.0;12.183;13.0;1.1;292.0;216.0;10.8;44957.0;96.0;-99999999.0;689.2417;16099.0;14.3;25.0;37.0;8.0;5.037;38966.0;2.6108;-99999999.0;29269.0;13599.0
Республика Карелия;28.0;745.3;-88888888.0;8.2;527.9;54.8;1230.0;5.1;74.97;-88888888.0;823.0;52.2;113.0;63.1;18.2;39.3;313.0;510.0;530.1;69.03;9.0;-0.9;38.8;1.505;6.0;17.2;79.7;54.7;-88888888.0;585.0156;20.3;10.7;17.0;1.4;2695.037;33367.9;14680.0;205.415;1.7;44880.0;1.17;33.1355;230.4415;227.0;37.5738;455.4084;71.0;0.512;97.8;16614.0;96.8;62104.0;6.4816;1880.0;99.3429;61570.0;16.469;14.0;1.2;223.0;239.0;11.5;73910.0;120.0;-99999999.0;1093.3302;20754.0;12.9;28.6;40.0;4.0;7.492;56458.4;3.0966;-99999999.0;36607.0;17215.0
Республика Хакасия;22.6;571.8;-88888888.0;9.4;530.2;55.6;1118.0;5.2;75.76;-88888888.0;800.0;47.5;13.0;65.2;13.3;47.4;392.0;408.0;531.6;70.57;6.4;-0.5;46.1;1.541;6.6;21.8;68.7;46.0;-88888888.0;705.2484;31.3;6.5;15.0;1.9;807.2825;24716.9;12210.0;149.537;-6.4;28963.0;1.57;27.5085;89.478;149.0;27.0475;442.017;70.0;0.304;96.6;14198.0;95.9;55283.0;3.1865;1333.0;98.1103;55309.0;7.422;11.0;1.9;254.0;257.0;11.7;61143.0;125.0;-99999999.0;449.8789;16630.0;18.0;24.1;33.0;4.0;3.785;54522.3;4.359;-99999999.0;24919.0;14549.0
Владимирская область;28.3;616.7;3.0;6.6;1325.5;55.5;1203.0;4.2;76.61;-88888888.0;800.0;37.4;649.0;64.95;16.8;49.6;292.0;508.0;1333.9;70.8;20.2;-1.3;42.4;1.156;16.4;16.2;77.6;34.0;-88888888.0;659.296;22.4;10.4;42.0;2.2;2687.3083;27587.1;11612.0;307.753;-0.1;32321.0;1.5;31.9326;811.0371;434.0;39.5895;315.6121;63.0;0.876;97.9;13501.0;98.2;54823.0;1.5926;1536.0;100.0461;54814.0;10.351;31.0;1.3;216.0;280.0;10.5;55578.0;110.0;-99999999.0;727.6691;16717.0;10.4;26.3;32.0;12.0;34.81;45676.7;7.9905;-99999999.0;26020.0;13168.0
Вологодская область;25.7;557.9;-88888888.0;8.2;1128.7;55.1;1182.0;3.6;77.07;-88888888.0;816.0;53.5;150.0;65.89;14.5;46.0;349.0;467.0;1133.6;71.56;5.0;-0.9;41.5;1.413;6.5;19.2;72.5;47.5;-88888888.0;701.4966;27.5;9.0;37.0;3.3;4750.61;29350.0;12091.0;375.744;4.5;35444.0;1.44;33.0683;645.4119;359.0;35.1268;357.4393;81.0;0.914;98.0;14059.0;95.8;55335.0;4.2954;1721.0;102.5549;55143.0;23.122;24.0;1.6;254.0;304.0;13.3;69890.0;107.0;-99999999.0;1053.6008;17618.0;11.0;25.7;42.0;13.0;22.821;53580.1;3.787;-99999999.0;27089.0;13839.0
Красноярский край;22.3;591.5;-88888888.0;9.3;2845.5;57.7;1190.0;5.1;75.94;-88888888.0;733.0;55.0;61.0;65.17;13.4;28.1;346.0;387.0;2850.9;70.58;17.1;-0.4;27.9;1.434;16.5;20.0;79.6;55.4;-88888888.0;680.7602;20.4;11.8;77.0;0.6;9012.9785;32892.7;13288.0;730.157;4.5;41782.0;1.69;26.9194;1765.8072;819.0;39.6221;304.9841;85.0;2.203;97.8;15451.0;101.3;79032.0;2.5531;2050.0;103.6242;78146.0;34.053;59.0;2.1;236.0;260.0;10.9;104721.0;109.0;-99999999.0;1028.6576;18023.0;14.4;29.8;29.0;17.0;60.145;71728.2;6.25;-99999999.0;31564.0;15717.0
Чукотский автономный округ;13.6;900.3;-88888888.0;10.6;47.8;64.3;1131.0;15.8;71.31;-88888888.0;557.0;18.6;8.0;61.35;10.2;65.4;345.0;212.0;47.9;66.2;12.9;-0.1;68.5;1.655;16.3;22.1;69.1;18.3;797.9;505.9102;30.9;13.3;1.0;0.2;115.2025;82049.7;27293.0;9.278;48.1;114456.0;2.28;25.2019;34.4355;15.0;47.1414;117.2659;46.0;0.16;101.0;31736.0;104.5;160118.0;7.0042;2694.0;102.0149;161522.0;1.479;1.0;1.6;106.0;194.0;14.6;116350.0;58.0;-99999999.0;1034.7282;27843.0;6.6;28.2;27.0;0.3;0.627;140601.5;9.9441;-99999999.0;39428.0;26152.0
Ханты-Мансийский автономный округ – Югра;16.5;355.3;-88888888.0;11.1;1730.4;60.9;;3.2;79.61;1.0;643.0;24.5;433.0;70.86;6.5;51.3;371.0;272.0;1722.1;75.41;31.1;1.0;44.4;1.669;18.0;22.6;92.2;30.7;587.1;716.0861;7.8;9.7;37.0;0.9;4465.3272;49887.8;16067.0;356.13;12.0;63454.0;2.34;21.5983;686.5061;453.0;32.21;378.7221;;1.952;101.9;18625.0;104.2;118538.0;3.6915;2252.0;105.1758;117675.0;26.102;34.0;1.6;;;;141833.0;;-99999999.0;1044.8729;24696.0;7.2;30.0;;3.0;15.329;97562.0;7.0576;-99999999.0;39700.0;17875.0
Республика Ингушетия;9.7;149.3;-88888888.0;15.3;519.1;62.4;1009.0;5.4;80.42;57.0;602.0;32.9;-88888888.0;76.26;3.4;54.6;446.0;156.0;515.2;78.34;6.6;1.5;60.5;1.827;4.6;27.9;54.8;40.8;309.2;2570.1395;45.2;7.2;8.0;27.1;603.4526;17329.0;11253.0;137.355;32.7;20781.0;1.77;16.1269;140.0958;115.0;50.9986;181.7222;57.0;0.063;96.0;13085.0;95.8;28102.0;10.9929;1501.0;88.1632;27916.0;9.85;5.0;0.6;226.0;188.0;10.3;29446.0;121.0;-99999999.0;366.1149;13968.0;30.5;14.1;43.0;3.0;6.5;32800.8;0.5497;-99999999.0;11361.0;13014.0
Белгородская область;26.9;459.1;-88888888.0;7.1;1514.5;56.4;1158.0;4.2;78.4;-88888888.0;773.0;35.4;2817.0;67.66;14.2;37.1;296.0;477.0;1525.5;73.03;34.5;-1.4;30.1;1.169;35.1;16.7;65.4;27.8;-88888888.0;583.4589;34.6;9.5;53.0;19.4;3013.97;32811.0;10055.0;370.307;7.2;41022.0;1.56;35.0274;59.1034;495.0;39.6502;336.2898;98.0;0.871;98.1;11692.0;99.8;55600.0;2.7167;764.0;99.4468;55567.0;18.044;32.0;1.5;269.0;326.0;13.9;57764.0;134.0;-99999999.0;678.2593;16709.0;6.1;24.1;45.0;21.0;3.418;47637.8;4.7947;-99999999.0;32092.0;11591.0
Новосибирская область;24.1;545.2;1.0;9.6;2794.3;56.7;1188.0;5.4;77.14;2.0;763.0;38.6;48.0;65.71;13.7;41.5;339.0;424.0;2795.9;71.49;26.1;-0.1;35.3;1.486;15.1;19.2;79.7;43.4;-88888888.0;616.4499;20.3;7.9;78.0;3.5;6531.0048;31971.1;12086.0;750.737;-7.0;39845.0;1.62;27.9605;355.1207;808.0;34.3954;351.6802;76.0;1.061;97.0;14053.0;99.7;49034.0;2.4192;1110.0;102.2836;48591.0;31.966;63.0;2.0;288.0;320.0;10.6;64009.0;124.0;-99999999.0;724.9548;16572.0;11.3;22.9;37.0;16.0;20.881;53756.8;3.2034;-99999999.0;32658.0;14157.0
Еврейская автономная область;22.3;748.5;-88888888.0;9.5;147.5;57.5;1106.0;5.5;73.75;1.0;741.0;32.9;5.0;61.89;15.2;73.4;352.0;389.0;148.5;67.7;0.8;-1.4;66.3;1.62;2.3;20.2;70.8;24.3;-88888888.0;771.7472;29.2;9.8;4.0;1.1;404.5153;29531.1;16133.0;33.926;5.0;35493.0;1.47;25.7103;101.3546;43.0;38.425;293.7786;55.0;0.184;98.0;18758.0;98.2;63062.0;4.0222;1443.0;99.6026;62981.0;2.777;3.0;0.8;190.0;202.0;14.8;61047.0;109.0;-99999999.0;993.6217;16401.0;20.0;25.4;36.0;1.0;4.478;56956.8;6.2246;-99999999.0;27496.0;18462.0
Свердловская область;24.3;577.4;1.0;9.4;4239.1;55.9;1161.0;4.7;76.98;-88888888.0;790.0;51.3;1360.0;65.6;13.9;33.0;354.0;436.0;4251.4;71.31;18.6;-0.6;30.1;1.557;18.4;19.8;85.8;48.6;-88888888.0;629.0813;14.2;9.4;123.0;14.3;9688.6625;35393.6;11612.0;901.262;0.9;46187.0;1.55;29.0109;1832.7188;1304.0;38.0057;441.9768;76.0;2.368;99.1;13501.0;100.5;62233.0;3.0418;1526.0;100.3399;62028.0;62.753;100.0;1.7;239.0;313.0;16.0;65646.0;124.0;-99999999.0;895.8422;17556.0;8.3;24.6;35.0;23.0;77.827;55307.6;3.6312;-99999999.0;37378.0;12890.0
Брянская область;26.8;586.6;-88888888.0;7.1;1152.5;56.1;1183.0;5.4;77.33;-88888888.0;782.0;52.8;901.0;65.17;15.6;41.7;304.0;478.0;1158.6;71.22;13.4;-1.1;33.8;1.196;9.3;17.1;69.6;49.0;-88888888.0;733.4769;30.4;8.8;37.0;22.4;1818.6056;28677.8;11475.0;270.532;0.5;35722.0;1.27;32.5225;195.6928;401.0;38.1755;213.6051;71.0;0.695;96.9;13127.0;96.9;41958.0;2.4124;1171.0;99.7021;41639.0;13.084;25.0;1.0;190.0;250.0;11.3;47264.0;98.0;-99999999.0;560.1942;15705.0;12.0;23.0;32.0;12.0;10.452;40804.1;5.105;-99999999.0;30320.0;13242.0
Курганская область;28.9;711.4;1.0;8.2;761.6;51.3;1200.0;6.2;76.89;-88888888.0;951.0;54.3;17.0;63.25;16.4;43.3;387.0;564.0;766.9;69.88;7.0;-1.4;38.7;1.684;10.6;19.8;64.2;46.1;-88888888.0;799.4992;35.8;7.8;22.0;2.4;1322.8519;22574.1;11253.0;176.455;4.2;28401.0;1.11;29.3238;254.17;278.0;42.9318;427.4028;66.0;0.61;97.4;13085.0;98.9;34877.0;4.5005;1677.0;101.0737;34629.0;16.851;14.0;1.0;237.0;267.0;11.3;44655.0;110.0;-99999999.0;624.7352;15774.0;17.0;18.3;35.0;9.0;11.179;41791.7;3.4426;-99999999.0;22282.0;12589.0
Республика Тыва;10.7;679.5;-88888888.0;17.7;337.3;55.8;1120.0;4.2;72.7;-88888888.0;792.0;63.4;-88888888.0;61.41;8.6;40.9;601.0;191.0;336.8;67.11;2.8;0.3;33.8;2.51;5.1;33.5;55.3;54.0;627.5;458.3673;44.7;6.1;5.0;0.2;337.7776;18691.1;12091.0;67.855;28.0;23049.0;1.35;14.8125;152.6759;82.0;26.8469;167.3521;66.0;0.739;98.1;14059.0;101.6;51413.0;9.3469;1113.0;100.6849;51462.0;9.588;3.0;0.5;184.0;119.0;10.4;56086.0;128.0;-99999999.0;414.8277;15687.0;27.2;22.9;25.0;2.0;11.262;51781.7;7.5301;-99999999.0;14320.0;12495.0
Республика Северная Осетия – Алания;22.3;350.6;2.0;11.0;680.7;57.7;1142.0;4.1;79.47;60.0;734.0;22.7;107.0;69.67;11.2;76.4;346.0;388.0;683.1;74.7;15.2;-0.7;62.1;1.587;9.9;20.0;63.2;13.7;-88888888.0;1381.0198;36.8;7.6;21.0;20.1;697.6367;23920.4;10775.0;89.146;5.4;29235.0;1.39;30.7609;82.8133;193.0;34.62;323.2621;66.0;0.4;97.0;12528.0;98.5;33452.0;4.0819;2385.0;97.1645;33029.0;9.865;15.0;0.9;216.0;252.0;11.3;42701.0;103.0;-99999999.0;652.1481;14736.0;13.0;21.8;45.0;6.0;1.933;36359.9;3.6826;-99999999.0;23959.0;11794.0
Сахалинская область;23.5;624.2;-88888888.0;10.7;460.6;58.6;1061.0;4.6;75.68;1.0;708.0;31.3;23.0;65.47;13.8;37.0;306.0;402.0;463.3;70.37;33.7;-1.2;35.0;1.807;37.4;17.9;82.6;25.6;-88888888.0;542.1868;17.4;9.4;15.0;0.7;1770.7157;54641.0;16280.0;94.427;8.5;73820.0;1.74;31.6135;328.0741;158.0;33.6075;355.4279;92.0;1.462;100.8;18930.0;98.2;132295.0;7.241;1725.0;96.8246;132064.0;16.304;11.0;1.1;154.0;298.0;11.0;154232.0;98.0;-99999999.0;1562.6848;22148.0;7.0;27.9;31.0;3.0;13.041;102683.8;8.4857;-99999999.0;54031.0;18740.0
Ямало-Ненецкий автономный округ;13.0;399.4;-88888888.0;13.2;512.4;63.8;1075.0;3.5;79.17;-88888888.0;568.0;21.8;173.0;70.51;5.5;62.1;364.0;204.0;511.8;74.82;15.4;0.2;62.8;1.916;11.8;23.2;84.7;26.1;463.1;645.1082;15.3;9.8;11.0;0.5;1976.0399;76957.8;17056.0;130.75;33.1;116639.0;2.9;22.1569;158.1494;142.0;35.9405;352.4036;;2.385;100.1;19832.0;101.8;200629.0;9.4765;2782.0;102.5025;200623.0;20.086;10.0;1.7;;;;-88888888.0;;-99999999.0;1259.4263;24376.0;4.5;27.2;;1.0;3.171;131515.7;14.5356;-99999999.0;47006.0;19079.0
Оренбургская область;25.1;597.3;-88888888.0;8.7;1841.4;55.5;1156.0;3.9;76.98;6.0;802.0;50.5;52.0;65.55;13.8;42.9;349.0;453.0;1848.6;71.24;19.0;-0.8;30.5;1.464;11.6;19.4;59.9;45.5;-88888888.0;754.3375;40.1;9.8;56.0;2.3;2990.8647;23942.0;10415.0;496.776;-3.8;30334.0;1.43;30.1451;477.3041;591.0;41.807;427.6957;70.0;1.5;98.1;12110.0;95.4;44921.0;3.8554;1065.0;99.0099;44550.0;32.052;34.0;1.6;300.0;307.0;19.5;62079.0;119.0;-99999999.0;501.7125;15607.0;13.1;23.5;35.0;22.0;27.339;43540.3;4.0774;-99999999.0;25403.0;11764.0
Новгородская область;27.8;607.4;-88888888.0;7.4;575.9;54.5;1229.0;4.3;76.22;-88888888.0;834.0;43.9;65.0;64.44;17.1;41.6;325.0;509.0;578.8;70.45;16.6;-1.0;39.5;1.316;14.5;17.7;73.1;43.9;-88888888.0;694.0813;26.9;12.5;20.0;14.1;1710.1427;27659.9;11732.0;165.437;-2.8;33729.0;1.41;35.3631;92.9407;191.0;45.6169;346.3466;76.0;0.514;99.8;13641.0;100.8;42132.0;3.8977;1703.0;102.8707;41966.0;10.846;13.0;1.3;242.0;236.0;15.0;60019.0;104.0;-99999999.0;861.427;16760.0;11.9;27.3;37.0;8.0;3.386;45247.3;4.463;-99999999.0;29024.0;13348.0
Ивановская область;28.3;613.4;-88888888.0;7.5;914.7;55.6;1228.0;5.8;76.14;-88888888.0;797.0;43.3;519.0;64.75;17.3;44.1;290.0;507.0;919.4;70.57;20.7;-1.0;36.0;1.367;13.2;16.1;82.1;42.7;-88888888.0;711.4349;17.9;10.2;28.0;16.6;2062.7632;26967.9;11013.0;219.057;-0.2;34275.0;1.48;30.8744;700.346;305.0;42.0051;347.1798;65.0;0.401;97.5;12806.0;96.5;44463.0;2.4858;1714.0;96.7876;44328.0;11.15;22.0;1.3;195.0;284.0;12.9;51201.0;111.0;-99999999.0;784.7133;16133.0;11.5;24.3;34.0;6.0;24.621;36379.9;3.504;-99999999.0;28872.0;13020.0
Липецкая область;27.1;539.9;-88888888.0;7.1;1126.3;56.0;1183.0;3.2;77.7;-88888888.0;784.0;47.8;1435.0;66.49;15.2;41.1;302.0;482.0;1132.2;72.12;17.0;-1.1;35.2;1.203;15.5;16.9;63.0;43.4;-88888888.0;656.3835;37.0;8.8;40.0;16.7;1777.3847;31756.8;10109.0;295.843;3.6;38926.0;1.49;35.3333;207.7915;370.0;37.5128;389.6763;79.0;0.494;97.6;11553.0;97.3;46381.0;3.4868;986.0;101.3907;46196.0;17.793;24.0;1.9;223.0;311.0;14.0;50773.0;142.0;-99999999.0;500.6554;16136.0;7.2;23.3;51.0;16.0;11.007;46711.4;2.7943;-99999999.0;32431.0;11906.0
Приморский край;23.7;627.7;-88888888.0;8.8;1820.1;58.7;1059.0;6.6;75.3;1.0;705.0;62.2;342.0;64.36;15.0;28.1;300.0;405.0;1831.0;69.71;12.2;-1.2;25.6;1.427;18.4;17.6;78.4;53.5;-88888888.0;576.5323;21.6;8.8;46.0;2.2;3600.4584;36456.6;14245.0;328.437;-7.4;45834.0;1.82;25.4761;758.2633;514.0;34.0262;491.8987;91.0;2.199;99.6;16564.0;97.6;76483.0;2.973;1494.0;101.5;76131.0;26.238;36.0;2.4;171.0;290.0;13.1;82999.0;108.0;-99999999.0;913.5335;17207.0;11.4;25.8;42.0;10.0;29.941;63588.6;8.1168;-99999999.0;39421.0;16474.0
Смоленская область;28.1;642.3;-88888888.0;6.2;873.0;56.1;1211.0;4.2;76.1;1.0;783.0;42.4;64.0;64.53;16.8;34.0;282.0;501.0;880.0;70.35;26.0;-1.6;31.6;1.08;29.1;15.8;72.7;36.9;-88888888.0;679.3318;27.3;12.0;29.0;14.4;1541.6819;27356.7;11492.0;172.85;6.2;35094.0;1.48;32.653;578.9399;287.0;51.0314;263.8994;69.0;0.524;98.4;13363.0;97.0;31864.0;1.7597;2275.0;100.8415;31800.0;7.706;19.0;1.6;220.0;244.0;11.9;34435.0;120.0;-99999999.0;743.2658;15933.0;12.8;23.5;38.0;9.0;15.397;41716.5;6.0292;-99999999.0;27256.0;12798.0
Чеченская Республика;10.4;197.3;-88888888.0;20.8;1533.2;57.3;996.0;5.9;77.46;-88888888.0;744.0;40.4;26.0;71.76;4.9;65.1;564.0;180.0;1523.9;74.61;5.9;1.2;53.7;2.744;6.7;32.3;38.1;28.2;452.3;2066.0592;61.9;9.2;32.0;30.8;4174.8963;24021.8;11492.0;247.75;20.7;30341.0;1.34;20.7575;463.159;425.0;46.7951;200.3634;68.0;1.003;99.9;13363.0;102.3;33542.0;13.9433;2439.0;94.8212;33456.0;44.721;15.0;0.4;235.0;230.0;11.4;34018.0;136.0;-99999999.0;1404.2705;14564.0;19.4;19.7;43.0;17.0;9.06;33699.9;2.171;-99999999.0;22124.0;13344.0
г. Севастополь;23.2;401.4;-88888888.0;7.1;558.3;59.9;1105.0;3.8;79.15;-88888888.0;670.0;17.0;868.0;70.02;11.2;48.8;282.0;388.0;552.8;74.57;29.1;1.9;53.9;1.017;23.4;16.9;92.5;27.8;-88888888.0;553.382;7.5;6.7;13.0;24.9;350.0616;30844.3;11970.0;233.514;4.6;35164.0;2.05;22.529;6.1407;113.0;34.0684;261.8844;62.0;0.114;95.8;13919.0;99.5;58628.0;2.1702;1055.0;93.7746;58779.0;5.602;13.0;0.7;140.0;223.0;9.4;55174.0;94.0;-99999999.0;124.9253;16173.0;9.0;19.7;28.0;-88888888.0;0.352;43112.3;2.0372;-99999999.0;30093.0;13855.0
Чувашская Республика;25.1;562.8;-88888888.0;8.4;1173.2;55.4;1162.0;3.1;78.75;-88888888.0;805.0;58.6;281.0;66.31;13.3;35.0;352.0;453.0;1178.6;72.49;9.6;-0.9;31.8;1.423;14.2;19.5;64.3;50.8;-88888888.0;712.4719;35.7;10.0;36.0;2.0;1534.1852;22320.9;10175.0;259.501;-1.7;27213.0;1.39;30.9412;154.049;358.0;41.7072;246.5885;71.0;1.151;98.8;11832.0;98.3;34999.0;11.071;1108.0;101.18;34913.0;57.311;20.0;1.5;280.0;255.0;10.8;48642.0;119.0;-99999999.0;492.6716;15758.0;14.8;24.1;28.0;16.0;6.691;41527.0;1.8842;-99999999.0;21891.0;11800.0
Астраханская область;22.5;483.7;-88888888.0;10.1;950.6;56.3;1129.0;5.6;76.82;2.0;776.0;43.4;435.0;66.83;12.7;55.7;377.0;399.0;954.2;71.8;10.2;-0.8;46.4;1.627;10.0;21.2;64.1;34.3;-88888888.0;938.2272;35.9;7.3;25.0;16.3;2012.9396;25038.0;11612.0;201.591;-1.1;31119.0;1.88;26.3288;361.862;253.0;32.2703;300.3681;82.0;0.988;98.4;13501.0;97.8;48439.0;3.6107;1504.0;99.697;48289.0;15.134;17.0;1.3;200.0;254.0;12.2;56817.0;134.0;-99999999.0;832.1054;14966.0;13.8;22.6;44.0;8.0;13.802;47779.9;5.8361;-99999999.0;26164.0;12907.0
