;regions;Жилищные условия населения: Удельный вес расходов домашних хозяйств на оплату жилищно-коммунальных услуг: В процентах от общей суммы потребительских расходов, по данным Выборочного обследования бюджетов домашних хозяйств;Жилищные условия населения: Жилищный фонд: Всего, общая площадь жилых помещений, миллионов квадратных метров;Денежные доходы населения: Структура денежных доходов населения, в процентах от общего объема денежных доходов;Жилищные условия населения: Предоставление гражданам социальной поддержки (льгот) по оплате жилого помещения и коммунальных услуг: Объем средств, предусмотренных на предоставление гражданам социальной поддержки по оплате жилого помещения и коммунальных услуг, миллионов рублей;Денежные доходы населения: Медианный среднедушевой денежный доход населения, в месяц, рублей;Денежные доходы населения: Величина прожиточного минимума пенсионера в целях установления социальной доплаты к пенсии, рублей в месяц;Жилищные условия населения: Предоставление гражданам социальной поддержки (льгот) по оплате жилого помещения и коммунальных услуг: Численность граждан, пользующихся социальной поддержкой по оплате жилого помещения и коммунальных услуг, тысяч человек;Денежные доходы населения: Структура использования денежных доходов населения , в процентах от общего объема денежных доходов;Денежные доходы населения: Среднедушевые денежные доходы населения, в месяц, рублей;Денежные доходы населения: Численность занятых, приходящихся на одного пенсионера, в среднем за год, человек;Жилищные условия населения: Общая площадь жилых помещений, приходящаяся в среднем на одного жителя, на конец года, квадратных метров;Жилищные условия населения: Предоставление гражданам субсидий на оплату жилого помещения и коммунальных услуг: Общая сумма начисленных субсидий на оплату жилого помещения и коммунальных услуг, миллионов рублей;Денежные доходы населения: Численность пенсионеров: Всего, тысяч человек;;Жилищные условия населения: Удельный вес расходов домашних хозяйств на оплату жилищно-коммунальных услуг: В процентах от общей суммы расходов на оплату услуг, по итогам выборочного обследования бюджетов домашних хозяйств;Денежные доходы населения: Число собственных легковых автомобилей на 1000 человек населения, на конец года, штук;Потребление продуктов питания: Потребление мяса и мясопродуктов (включая субпродукты ii категории и жир-сырец) на душу населения, в год, килограммов;Жилищные условия населения: Предоставление гражданам жилых помещений: Число семей, получивших жилые помещения и улучшивших жилищные условия за год, тысяч;Денежные доходы населения: Реальные денежные доходы: Реальный размер назначенных пенсий, в процентах к предыдущему году;Денежные доходы населения: Величина прожиточного минимума, установленная в целом по Российской Федерации и в субъектах Российской Федерации, на год, на душу населения, рублей в месяц;Денежные доходы населения: Реальные денежные доходы: Реальные доходы населения, в процентах к предыдущему году;Денежные доходы населения: Среднемесячная начисленная заработная плата муниципальных служащих органов местного самоуправления: Всего, рублей;Жилищные условия населения: Предоставление гражданам жилых помещений: Удельный вес семей, состоявших на учете в качестве нуждающихся в жилых помещениях, в общем числе семей, в процентах;Жилищные условия населения: Предоставление гражданам субсидий на оплату жилого помещения и коммунальных услуг: Среднемесячный размер субсидий на семью, на конец отчетного периода, рублей;Денежные доходы населения: Реальные денежные доходы: Реальная начисленная заработная плата работников организаций, в процентах к предыдущему году;Денежные доходы населения: Среднемесячная начисленная заработная плата муниципальных служащих органов местного самоуправления: В местных администрациях (исполнительно-распорядительных органах муниципальных образований), рублей;Жилищные условия населения: Предоставление гражданам жилых помещений: Число семей, состоявших на учете в качестве нуждающихся в жилых помещениях, на конец года, тысяч;Жилищные условия населения: Жилищный фонд: Городской жилищный фонд, общая площадь жилых помещений, миллионов квадратных метров;Денежные доходы населения: Структура социальных выплат, в процентах;Потребление продуктов питания: Потребление молока и молочных продуктов на душу населения, в год, килограммов;Потребление продуктов питания: Потребление яиц на душу населения, в год, штук;Потребление продуктов питания: Потребление растительного масла на душу населения, в год, килограммов;Денежные доходы населения: Среднемесячная начисленная заработная плата муниципальных служащих органов местного самоуправления: В представительных органах муниципальных образований, рублей;Потребление продуктов питания: Потребление хлебных продуктов на душу населения, в год, килограммов;Денежные доходы населения: Величина прожиточного минимума, установленная в целом по Российской Федерации и в субъектах Российской Федерации в iv квартале 2001-2020 гг., на душу населения, рублей в месяц;Жилищные условия населения: Предоставление гражданам социальной поддержки (льгот) по оплате жилого помещения и коммунальных услуг: Среднемесячный размер социальной поддержки на одного пользователя, рублей;Денежные доходы населения: Средний размер назначенных пенсий, на 1 января, рублей;Денежные доходы населения: Численность населения с денежными доходами ниже границы бедности/величины прожиточного минимума , в процентах от общей численности населения субъекта;Денежные доходы населения: Структура потребительских расходов домашних хозяйств*), по итогам выборочного обследования бюджетов домашних хозяйств, в процентах;Потребление продуктов питания: Потребление сахара на душу населения, в год, килограммов;Жилищные условия населения: Жилищный фонд: Сельский жилищный фонд, общая площадь жилых помещений, миллионов квадратных метров;Жилищные условия населения: Предоставление гражданам субсидий на оплату жилого помещения и коммунальных услуг: Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг, по состоянию на конец отчетного периода, тысяч;Денежные доходы населения: Среднемесячная номинальная начисленная заработная плата работников организаций, рублей;Жилищные условия населения: Предоставление гражданам жилых помещений: Удельный вес семей, получивших жилые помещения, в числе семей, состоявших на учете в качестве нуждающихся в жилых помещениях, в процентах;Денежные доходы населения: Медианная заработная плата работников организаций, без субъектов малого предпринимательства, по данным выборочных обследований, за апрель, рублей;Денежные доходы населения: Потребительские расходы в среднем на душу населения, в месяц, рублей;Денежные доходы населения: Граница бедности, рублей
22;г. Санкт-Петербург;8.4;153.0;4.3;19291.2345;50215.5;12450.0;1184.461;3.1;63495.0;2.19;27.278;1198.0674;1471.0;;28.4982;290.2043;78.0;5.646;97.8;14476.0;100.6;76642.0;3.6062;1395.0;100.1058;76640.0;97.25;153.0;3.8;309.0;347.0;11.1;76589.0;87.0;-99999999.0;1357.2442;18416.0;4.5;29.4;37.0;-88888888.0;57.976;86629.8;4.8656;-99999999.0;48134.0;14228.0
23;Волгоградская область;9.3;64.0;22.0;3455.1903;26263.8;10319.0;423.674;0.4;31309.0;1.58;25.9596;1059.579;719.0;;41.7184;427.8181;78.0;0.955;99.2;11970.0;101.1;39038.0;2.1183;1232.0;100.5066;38644.0;24.735;50.0;1.3;208.0;321.0;11.7;47292.0;118.0;-99999999.0;679.6087;15974.0;9.6;22.3;33.0;14.0;55.573;44241.5;3.6359;-99999999.0;26225.0;11670.0
24;Рязанская область;11.5;39.0;10.0;2499.7428;27604.4;10663.0;301.426;-1.9;33379.0;1.37;35.4417;317.6524;363.0;;49.0411;399.6453;67.0;0.537;97.9;12388.0;96.2;45205.0;2.6804;1205.0;98.7617;44711.0;13.252;25.0;1.7;238.0;318.0;12.6;66782.0;119.0;-99999999.0;691.088;16183.0;11.8;23.5;38.0;13.0;16.962;45769.7;3.9465;-99999999.0;27306.0;12988.0
25;Свердловская область;9.4;123.0;14.3;9688.6625;35393.6;11612.0;901.262;0.9;46187.0;1.55;29.0109;1832.7188;1304.0;;38.0057;441.9768;76.0;2.368;99.1;13501.0;100.5;62233.0;3.0418;1526.0;100.3399;62028.0;62.753;100.0;1.7;239.0;313.0;16.0;65646.0;124.0;-99999999.0;895.8422;17556.0;8.3;24.6;35.0;23.0;77.827;55307.6;3.6312;-99999999.0;37378.0;12890.0
26;Пермский край;10.9;69.0;8.2;3830.6595;29347.6;11013.0;440.553;0.8;37253.0;1.5;27.3576;457.5044;767.0;;37.8624;357.3673;67.0;2.76;98.4;12806.0;97.1;50169.0;3.8745;1416.0;100.2431;49660.0;44.191;52.0;1.3;244.0;259.0;12.0;66553.0;111.0;-99999999.0;724.593;16991.0;11.5;28.7;31.0;17.0;17.53;53234.1;5.7945;-99999999.0;30768.0;13093.0
27;Тюменская область;9.5;97.0;1.4;9622.4265;43583.8;-99999999.0;731.614;9.3;59348.0;2.2;25.2393;1263.4142;1000.0;;35.8904;361.2029;60.0;5.532;101.4;-99999999.0;102.9;126936.0;4.6838;1923.0;103.7594;126908.0;75.376;79.0;1.8;177.0;280.0;11.1;117429.0;119.0;-99999999.0;1096.0272;21754.0;10.7;26.6;37.0;19.0;39.718;94961.9;7.5551;-99999999.0;39193.0;-99999999.0
28;Вологодская область;9.0;37.0;3.3;4750.61;29350.0;12091.0;375.744;4.5;35444.0;1.44;33.0683;645.4119;359.0;;35.1268;357.4393;81.0;0.914;98.0;14059.0;95.8;55335.0;4.2954;1721.0;102.5549;55143.0;23.122;24.0;1.6;254.0;304.0;13.3;69890.0;107.0;-99999999.0;1053.6008;17618.0;11.0;25.7;42.0;13.0;22.821;53580.1;3.787;-99999999.0;27089.0;13839.0
29;Владимирская область;10.4;42.0;2.2;2687.3083;27587.1;11612.0;307.753;-0.1;32321.0;1.5;31.9326;811.0371;434.0;;39.5895;315.6121;63.0;0.876;97.9;13501.0;98.2;54823.0;1.5926;1536.0;100.0461;54814.0;10.351;31.0;1.3;216.0;280.0;10.5;55578.0;110.0;-99999999.0;727.6691;16717.0;10.4;26.3;32.0;12.0;34.81;45676.7;7.9905;-99999999.0;26020.0;13168.0
30;Новосибирская область;7.9;78.0;3.5;6531.0048;31971.1;12086.0;750.737;-7.0;39845.0;1.62;27.9605;355.1207;808.0;;34.3954;351.6802;76.0;1.061;97.0;14053.0;99.7;49034.0;2.4192;1110.0;102.2836;48591.0;31.966;63.0;2.0;288.0;320.0;10.6;64009.0;124.0;-99999999.0;724.9548;16572.0;11.3;22.9;37.0;16.0;20.881;53756.8;3.2034;-99999999.0;32658.0;14157.0
31;Чеченская Республика;9.2;32.0;30.8;4174.8963;24021.8;11492.0;247.75;20.7;30341.0;1.34;20.7575;463.159;425.0;;46.7951;200.3634;68.0;1.003;99.9;13363.0;102.3;33542.0;13.9433;2439.0;94.8212;33456.0;44.721;15.0;0.4;235.0;230.0;11.4;34018.0;136.0;-99999999.0;1404.2705;14564.0;19.4;19.7;43.0;17.0;9.06;33699.9;2.171;-99999999.0;22124.0;13344.0
32;Краснодарский край;8.9;176.0;29.7;6704.0953;37188.6;11492.0;1110.815;-2.1;48279.0;1.69;30.2744;774.102;1618.0;;32.2944;305.2209;91.0;1.689;98.0;13363.0;101.0;57693.0;2.8435;1339.0;102.0002;56883.0;70.024;110.0;1.5;243.0;345.0;19.2;69236.0;133.0;-99999999.0;502.9412;15694.0;9.0;27.4;52.0;66.0;31.375;50251.9;2.3194;-99999999.0;45331.0;13487.0
33;Калужская область;9.0;33.0;6.0;1667.2698;31476.3;11492.0;218.803;-0.7;35509.0;1.65;31.0873;177.2271;306.0;;40.6259;296.6056;81.0;0.428;97.6;13363.0;92.2;49712.0;4.0112;1241.0;94.4447;49270.0;20.086;22.0;1.4;253.0;241.0;11.4;68016.0;107.0;-99999999.0;634.9965;16721.0;7.9;22.2;27.0;11.0;9.846;53909.9;2.0543;-99999999.0;28327.0;13530.0
34;Томская область;10.1;28.0;1.5;2288.9879;28578.5;12044.0;189.268;-2.1;34766.0;1.72;26.8838;770.9894;290.0;;34.9697;316.9994;71.0;0.56;99.1;14004.0;97.0;55643.0;3.2905;1572.0;99.5087;55192.0;16.245;20.0;1.5;256.0;256.0;14.3;70162.0;121.0;-99999999.0;1007.8248;18366.0;12.7;29.0;39.0;9.0;28.645;57879.0;3.2424;-99999999.0;27218.0;14126.0
35;Республика Карелия;10.7;17.0;1.4;2695.037;33367.9;14680.0;205.415;1.7;44880.0;1.17;33.1355;230.4415;227.0;;37.5738;455.4084;71.0;0.512;97.8;16614.0;96.8;62104.0;6.4816;1880.0;99.3429;61570.0;16.469;14.0;1.2;223.0;239.0;11.5;73910.0;120.0;-99999999.0;1093.3302;20754.0;12.9;28.6;40.0;4.0;7.492;56458.4;3.0966;-99999999.0;36607.0;17215.0
36;Республика Мордовия;9.4;23.0;1.7;1165.6131;21204.9;10329.0;164.27;2.1;25504.0;1.59;30.0155;98.3461;244.0;;40.955;337.6421;82.0;0.41;99.4;11832.0;99.1;36178.0;5.2842;1436.0;101.7667;36179.0;18.359;14.0;1.5;260.0;281.0;10.9;36044.0;117.0;-99999999.0;591.3096;15441.0;15.0;23.1;47.0;9.0;4.422;39537.9;2.0643;-99999999.0;20288.0;11033.0
37;Ямало-Ненецкий автономный округ;9.8;11.0;0.5;1976.0399;76957.8;17056.0;130.75;33.1;116639.0;2.9;22.1569;158.1494;142.0;;35.9405;352.4036;;2.385;100.1;19832.0;101.8;200629.0;9.4765;2782.0;102.5025;200623.0;20.086;10.0;1.7;;;;-88888888.0;;-99999999.0;1259.4263;24376.0;4.5;27.2;;1.0;3.171;131515.7;14.5356;-99999999.0;47006.0;19079.0
38;Республика Адыгея;8.6;13.0;44.0;401.3406;29281.9;10295.0;77.36;8.2;36397.0;1.27;26.414;12.7093;121.0;;37.8964;412.4462;70.0;0.262;97.5;11970.0;97.0;44999.0;3.1546;1056.0;97.2405;44800.0;6.368;7.0;1.1;212.0;263.0;11.8;51741.0;119.0;-99999999.0;432.33;14777.0;11.6;22.8;46.0;6.0;0.585;40230.6;3.9;-99999999.0;30511.0;11973.0
39;Курская область;6.6;35.0;14.7;2437.349;30339.6;10461.0;408.323;7.0;37632.0;1.37;33.1251;130.0592;375.0;;39.1339;329.549;91.0;0.727;97.4;12110.0;97.9;40256.0;3.1858;665.0;98.9136;39916.0;15.582;22.0;1.2;195.0;222.0;12.4;50631.0;142.0;-99999999.0;497.4308;15522.0;8.1;16.9;54.0;13.0;7.934;46059.2;4.4752;-99999999.0;28917.0;12246.0
40;г. Севастополь;6.7;13.0;24.9;350.0616;30844.3;11970.0;233.514;4.6;35164.0;2.05;22.529;6.1407;113.0;;34.0684;261.8844;62.0;0.114;95.8;13919.0;99.5;58628.0;2.1702;1055.0;93.7746;58779.0;5.602;13.0;0.7;140.0;223.0;9.4;55174.0;94.0;-99999999.0;124.9253;16173.0;9.0;19.7;28.0;-88888888.0;0.352;43112.3;2.0372;-99999999.0;30093.0;13855.0
41;г. Москва;10.8;286.0;5.1;40681.1484;73458.6;15410.0;3233.373;3.6;95465.0;2.79;21.8334;19366.9851;3024.0;;35.4271;282.272;82.0;2.767;100.9;20585.0;98.3;169911.0;0.5808;2719.0;98.6651;169715.0;36.135;286.0;4.8;233.0;222.0;16.9;204653.0;87.0;-99999999.0;1048.4703;18239.0;5.0;30.5;42.0;-88888888.0;538.869;125637.6;6.5258;-99999999.0;65722.0;20917.0
42;Курганская область;7.8;22.0;2.4;1322.8519;22574.1;11253.0;176.455;4.2;28401.0;1.11;29.3238;254.17;278.0;;42.9318;427.4028;66.0;0.61;97.4;13085.0;98.9;34877.0;4.5005;1677.0;101.0737;34629.0;16.851;14.0;1.0;237.0;267.0;11.3;44655.0;110.0;-99999999.0;624.7352;15774.0;17.0;18.3;35.0;9.0;11.179;41791.7;3.4426;-99999999.0;22282.0;12589.0
43;Ярославская область;11.0;38.0;5.9;2557.5085;30524.1;11253.0;255.866;0.6;38060.0;1.56;31.4481;353.5572;388.0;;37.6207;308.0424;81.0;0.541;96.2;13085.0;97.2;43818.0;2.2329;1276.0;100.0908;43679.0;13.092;27.0;1.5;227.0;383.0;14.5;53913.0;95.0;-99999999.0;832.9583;16972.0;8.8;29.2;50.0;10.0;16.555;47388.3;3.8884;-99999999.0;30810.0;12891.0
44;Алтайский край;8.8;59.0;10.8;4509.5976;24037.0;11436.0;437.123;4.6;31145.0;1.5;27.9012;1660.3952;721.0;;38.6802;364.1709;65.0;1.242;96.7;12388.0;97.6;40156.0;3.0338;1660.0;100.7035;40032.0;30.265;32.0;1.3;257.0;318.0;12.6;54648.0;145.0;-99999999.0;859.7118;15521.0;15.4;22.7;38.0;27.0;65.699;39270.4;3.8245;-99999999.0;25062.0;12462.0
45;Саратовская область;9.7;75.0;14.6;3516.0011;23922.4;10055.0;455.849;0.5;28797.0;1.51;31.3781;439.3502;704.0;;40.8745;331.3878;61.0;1.607;98.4;11692.0;98.3;50013.0;2.5713;663.0;101.0283;49509.0;29.38;55.0;1.2;234.0;320.0;21.0;57692.0;104.0;-99999999.0;642.7569;15495.0;13.2;23.7;27.0;20.0;35.811;42916.6;5.1281;-99999999.0;23963.0;11503.0
46;Хабаровский край;10.3;33.0;5.0;3359.7969;40196.9;15960.0;263.088;0.2;49523.0;1.87;25.5397;592.7215;360.0;;32.1726;308.2159;72.0;1.08;100.0;18558.0;99.6;72674.0;2.6769;1494.0;100.293;72763.0;17.04;27.0;1.6;208.0;300.0;11.3;62613.0;108.0;-99999999.0;1064.2183;19383.0;10.5;32.1;29.0;6.0;22.517;65896.6;6.3645;-99999999.0;42352.0;18055.0
47;Республика Башкортостан;7.0;117.0;23.6;4005.9615;28468.7;11474.0;561.547;0.7;35269.0;1.47;28.76;1531.9745;1149.0;;29.6888;392.0782;81.0;2.284;98.3;12110.0;96.2;58433.0;2.4572;1710.0;100.7861;57843.0;43.208;66.0;1.5;299.0;310.0;14.9;80735.0;116.0;-99999999.0;594.483;16399.0;10.1;23.6;37.0;52.0;51.214;49459.7;4.7559;-99999999.0;30479.0;11838.0
48;Воронежская область;10.9;77.0;24.7;3132.6505;30806.9;10776.0;445.309;0.4;39319.0;1.59;33.5493;1521.6189;716.0;;39.9517;362.4284;99.0;0.867;97.9;11832.0;97.8;61144.0;3.9071;1520.0;99.2826;60545.0;42.788;50.0;1.6;293.0;349.0;17.8;67694.0;132.0;-99999999.0;586.2316;15732.0;7.2;27.2;52.0;27.0;63.297;46276.7;1.9886;-99999999.0;33735.0;10951.0
49;Ленинградская область;10.9;61.0;12.0;3328.1376;33571.5;12091.0;333.277;1.2;38963.0;1.81;30.0896;132.7644;484.0;;43.1924;298.8279;82.0;0.798;99.0;14059.0;99.8;74653.0;1.1305;1173.0;101.4012;74365.0;11.171;40.0;1.6;280.0;317.0;10.1;88663.0;110.0;-99999999.0;832.175;17381.0;7.0;25.3;40.0;21.0;6.969;60007.5;6.5249;-99999999.0;32789.0;13296.0
50;Челябинская область;9.7;98.0;2.1;8446.9744;27417.9;11245.0;738.697;-0.8;33071.0;1.69;28.6528;2290.6823;1021.0;;34.8272;373.5239;71.0;1.921;99.6;13076.0;100.2;51590.0;1.7431;1291.0;102.7406;51053.0;29.074;79.0;1.6;193.0;279.0;11.5;63975.0;109.0;-99999999.0;952.9138;16686.0;11.3;28.0;34.0;19.0;122.207;50104.4;6.4297;-99999999.0;27029.0;13041.0
51;Тверская область;9.2;43.0;16.6;3533.2191;29379.3;11492.0;359.911;1.4;35203.0;1.46;35.5616;635.0755;399.0;;44.6894;407.6337;81.0;0.769;97.9;13363.0;98.5;51282.0;2.7226;1226.0;98.9448;50053.0;16.377;29.0;1.6;180.0;296.0;11.3;89000.0;123.0;-99999999.0;818.077;16503.0;9.6;20.6;44.0;15.0;32.578;45732.2;4.443;-99999999.0;28470.0;13503.0
52;Астраханская область;7.3;25.0;16.3;2012.9396;25038.0;11612.0;201.591;-1.1;31119.0;1.88;26.3288;361.862;253.0;;32.2703;300.3681;82.0;0.988;98.4;13501.0;97.8;48439.0;3.6107;1504.0;99.697;48289.0;15.134;17.0;1.3;200.0;254.0;12.2;56817.0;134.0;-99999999.0;832.1054;14966.0;13.8;22.6;44.0;8.0;13.802;47779.9;5.8361;-99999999.0;26164.0;12907.0
53;Ивановская область;10.2;28.0;16.6;2062.7632;26967.9;11013.0;219.057;-0.2;34275.0;1.48;30.8744;700.346;305.0;;42.0051;347.1798;65.0;0.401;97.5;12806.0;96.5;44463.0;2.4858;1714.0;96.7876;44328.0;11.15;22.0;1.3;195.0;284.0;12.9;51201.0;111.0;-99999999.0;784.7133;16133.0;11.5;24.3;34.0;6.0;24.621;36379.9;3.504;-99999999.0;28872.0;13020.0
54;Смоленская область;12.0;29.0;14.4;1541.6819;27356.7;11492.0;172.85;6.2;35094.0;1.48;32.653;578.9399;287.0;;51.0314;263.8994;69.0;0.524;98.4;13363.0;97.0;31864.0;1.7597;2275.0;100.8415;31800.0;7.706;19.0;1.6;220.0;244.0;11.9;34435.0;120.0;-99999999.0;743.2658;15933.0;12.8;23.5;38.0;9.0;15.397;41716.5;6.0292;-99999999.0;27256.0;12798.0
55;Омская область;10.5;50.0;8.6;3895.0763;27352.9;10694.0;400.081;2.1;34747.0;1.53;27.545;168.5608;570.0;;37.4266;275.6623;76.0;1.223;96.9;12436.0;98.9;50617.0;4.2965;1433.0;99.9952;50178.0;35.989;37.0;1.4;261.0;261.0;13.0;70988.0;118.0;-99999999.0;811.3099;15887.0;12.0;28.1;37.0;14.0;7.104;46952.3;3.2684;-99999999.0;28006.0;12451.0
56;Республика Калмыкия;7.4;7.0;1.0;525.0317;20097.0;11132.0;75.163;13.3;23684.0;1.51;26.9589;24.5481;75.0;;34.3829;336.29;115.0;0.149;94.8;12945.0;96.2;32412.0;9.674;1152.0;96.4993;32200.0;9.332;4.0;0.6;221.0;225.0;11.3;41527.0;123.0;-99999999.0;582.1035;14118.0;20.9;21.5;25.0;3.0;1.093;36349.2;1.5192;-99999999.0;15205.0;12715.0
57;Чувашская Республика;10.0;36.0;2.0;1534.1852;22320.9;10175.0;259.501;-1.7;27213.0;1.39;30.9412;154.049;358.0;;41.7072;246.5885;71.0;1.151;98.8;11832.0;98.3;34999.0;11.071;1108.0;101.18;34913.0;57.311;20.0;1.5;280.0;255.0;10.8;48642.0;119.0;-99999999.0;492.6716;15758.0;14.8;24.1;28.0;16.0;6.691;41527.0;1.8842;-99999999.0;21891.0;11800.0
58;Карачаево-Черкесская Республика;9.1;11.0;14.9;1028.4426;19060.4;10893.0;113.328;23.3;22258.0;1.47;23.2009;70.4575;122.0;;37.7124;206.6992;54.0;0.086;98.7;12667.0;96.4;32740.0;4.6776;1794.0;94.8976;32559.0;6.882;5.0;1.8;240.0;225.0;10.9;36877.0;128.0;-99999999.0;756.2434;13980.0;22.0;24.3;33.0;5.0;1.935;35462.5;1.1412;-99999999.0;14643.0;12212.0
59;Республика Алтай;7.5;5.0;0.5;554.4876;21882.7;11253.0;69.232;1.3;27940.0;1.4;24.3012;77.2771;59.0;;32.6475;245.4156;101.0;0.361;97.5;13085.0;96.7;47573.0;15.6557;1651.0;95.4229;47395.0;12.49;2.0;1.0;275.0;190.0;9.5;53073.0;111.0;-99999999.0;667.4269;14723.0;20.0;22.9;32.0;3.0;3.217;43974.0;2.8285;-99999999.0;23272.0;12935.0
60;Чукотский автономный округ;13.3;1.0;0.2;115.2025;82049.7;27293.0;9.278;48.1;114456.0;2.28;25.2019;34.4355;15.0;;47.1414;117.2659;46.0;0.16;101.0;31736.0;104.5;160118.0;7.0042;2694.0;102.0149;161522.0;1.479;1.0;1.6;106.0;194.0;14.6;116350.0;58.0;-99999999.0;1034.7282;27843.0;6.6;28.2;27.0;0.3;0.627;140601.5;9.9441;-99999999.0;39428.0;26152.0
61;Удмуртская Республика;9.5;37.0;0.5;3825.4312;26231.8;10654.0;365.7;2.4;31941.0;1.54;25.5033;469.62;446.0;;35.9284;306.7566;72.0;0.566;98.6;12388.0;97.4;39166.0;2.1783;2004.0;100.1308;39122.0;13.698;23.0;1.5;286.0;299.0;11.0;42780.0;117.0;-99999999.0;871.7143;16738.0;10.2;26.5;32.0;14.0;15.587;45811.4;3.4984;-99999999.0;25642.0;12434.0
62;Мурманская область;10.5;19.0;0.9;2683.3032;48438.3;19135.0;155.816;3.0;62601.0;1.48;28.873;1710.1814;232.0;;35.0948;409.9603;78.0;1.423;99.7;22250.0;96.8;96306.0;3.6176;2601.0;99.3739;96077.0;11.542;18.0;1.5;237.0;204.0;13.1;95159.0;81.0;-99999999.0;1435.0811;22596.0;8.0;29.8;33.0;1.0;47.833;87326.2;12.151;-99999999.0;45567.0;21285.0
63;Ставропольский край;9.7;74.0;12.3;8356.9549;23985.9;10775.0;577.067;-6.9;27626.0;1.81;25.4807;1166.7194;717.0;;34.8584;259.5666;80.0;1.649;97.9;12528.0;97.0;47390.0;3.111;1928.0;97.9454;47194.0;35.617;48.0;1.6;203.0;296.0;18.8;50207.0;130.0;-99999999.0;1206.8146;15118.0;11.7;27.8;47.0;26.0;39.785;41401.8;4.4232;-99999999.0;25153.0;11643.0
64;Еврейская автономная область;9.8;4.0;1.1;404.5153;29531.1;16133.0;33.926;5.0;35493.0;1.47;25.7103;101.3546;43.0;;38.425;293.7786;55.0;0.184;98.0;18758.0;98.2;63062.0;4.0222;1443.0;99.6026;62981.0;2.777;3.0;0.8;190.0;202.0;14.8;61047.0;109.0;-99999999.0;993.6217;16401.0;20.0;25.4;36.0;1.0;4.478;56956.8;6.2246;-99999999.0;27496.0;18462.0
65;Сахалинская область;9.4;15.0;0.7;1770.7157;54641.0;16280.0;94.427;8.5;73820.0;1.74;31.6135;328.0741;158.0;;33.6075;355.4279;92.0;1.462;100.8;18930.0;98.2;132295.0;7.241;1725.0;96.8246;132064.0;16.304;11.0;1.1;154.0;298.0;11.0;154232.0;98.0;-99999999.0;1562.6848;22148.0;7.0;27.9;31.0;3.0;13.041;102683.8;8.4857;-99999999.0;54031.0;18740.0
66;Ханты-Мансийский автономный округ – Югра;9.7;37.0;0.9;4465.3272;49887.8;16067.0;356.13;12.0;63454.0;2.34;21.5983;686.5061;453.0;;32.21;378.7221;;1.952;101.9;18625.0;104.2;118538.0;3.6915;2252.0;105.1758;117675.0;26.102;34.0;1.6;;;;141833.0;;-99999999.0;1044.8729;24696.0;7.2;30.0;;3.0;15.329;97562.0;7.0576;-99999999.0;39700.0;17875.0
67;Липецкая область;8.8;40.0;16.7;1777.3847;31756.8;10109.0;295.843;3.6;38926.0;1.49;35.3333;207.7915;370.0;;37.5128;389.6763;79.0;0.494;97.6;11553.0;97.3;46381.0;3.4868;986.0;101.3907;46196.0;17.793;24.0;1.9;223.0;311.0;14.0;50773.0;142.0;-99999999.0;500.6554;16136.0;7.2;23.3;51.0;16.0;11.007;46711.4;2.7943;-99999999.0;32431.0;11906.0
68;Магаданская область;13.7;4.0;0.5;422.9874;70976.5;20829.0;20.078;23.2;94060.0;2.08;30.3488;38.6208;42.0;;40.0012;391.0137;83.0;0.299;97.1;24220.0;100.9;128408.0;5.3302;2283.0;95.7726;127788.0;3.731;4.0;1.1;261.0;269.0;14.1;145235.0;116.0;-99999999.0;1755.6007;24845.0;7.4;34.2;37.0;0.3;0.87;121461.8;7.3105;-99999999.0;45948.0;24581.0
69;Республика Татарстан;8.9;115.0;26.3;4467.5318;36280.5;10175.0;706.628;1.2;44932.0;1.8;28.763;1093.445;1110.0;;35.5161;282.3143;83.0;3.87;98.9;11832.0;102.1;50714.0;3.4302;980.0;100.0747;49740.0;58.972;82.0;2.2;362.0;313.0;17.9;54781.0;121.0;-99999999.0;526.8604;16595.0;5.0;24.9;42.0;33.0;68.728;52274.1;6.2881;-99999999.0;35993.0;11532.0
70;Псковская область;11.1;22.0;10.1;694.4662;26488.6;11850.0;83.965;-5.9;33090.0;1.4;36.8087;84.0662;198.0;;44.5387;398.2963;106.0;0.327;99.2;13780.0;95.4;35835.0;4.1707;1156.0;97.0138;35598.0;12.183;13.0;1.1;292.0;216.0;10.8;44957.0;96.0;-99999999.0;689.2417;16099.0;14.3;25.0;37.0;8.0;5.037;38966.0;2.6108;-99999999.0;29269.0;13599.0
71;Республика Тыва;6.1;5.0;0.2;337.7776;18691.1;12091.0;67.855;28.0;23049.0;1.35;14.8125;152.6759;82.0;;26.8469;167.3521;66.0;0.739;98.1;14059.0;101.6;51413.0;9.3469;1113.0;100.6849;51462.0;9.588;3.0;0.5;184.0;119.0;10.4;56086.0;128.0;-99999999.0;414.8277;15687.0;27.2;22.9;25.0;2.0;11.262;51781.7;7.5301;-99999999.0;14320.0;12495.0
72;Республика Северная Осетия – Алания;7.6;21.0;20.1;697.6367;23920.4;10775.0;89.146;5.4;29235.0;1.39;30.7609;82.8133;193.0;;34.62;323.2621;66.0;0.4;97.0;12528.0;98.5;33452.0;4.0819;2385.0;97.1645;33029.0;9.865;15.0;0.9;216.0;252.0;11.3;42701.0;103.0;-99999999.0;652.1481;14736.0;13.0;21.8;45.0;6.0;1.933;36359.9;3.6826;-99999999.0;23959.0;11794.0
